11001101011111110011110011101001011100010011010001101000100001010000101110001011 00111010100000111101001100100000100011101100101111111011011100100011010001100100 00100110001011000100111011011111110100110111000100000100110010111100000101011100 11010001110100001010000100010110001011001000111010010111001111001111111010110011	159332400
01000001100011001010010101000010111001001011110010111100111110001100111101110000 10110010010101001110101010110011110110110100000000110011000010101101010010111111 11111101001010110101000011001100000000101101101111001101010101110010101001001101 00001110111100110001111100111101001111010010011101000010101001010011000110000010	165494105
00001111111110100101110100111011111100110000000111000011010010011100000100000111 00110010011101011110100101000100001011001111101000111101011001000011000010111011 11011101000011000010011010111100010111110011010000100010100101111010111001001100 11100000100000111001001011000011100000001100111111011100101110100101111111110000	168659574
10101110010001010111000000000110010001000111110111011110011100001011111110000110 00010100101010101110001110011101100110111000011000000111101110010100100011011011 11011011000100101001110111100000011000011101100110111001110001110101010100101000 01100001111111010000111001111011101111100010001001100000000011101010001001110101	175086671
00111101010111100001000001010000001100110010000011110111110111001011111001111011 01100001100000111100010100110011111111101001001100110001011101110000010101000001 10000010101000001110111010001100110010010111111111001100101000111100000110000110 11011110011111010011101111101111000001001100110000001010000010000111101010111100	178842592
11000110001110000000101111001110110001111101110000001000101010101110101010101101 01111010110001001111101010110111111001000001100010010110001001011101010110010000 00001001101010111010010001101001000110000010011111101101010111110010001101011110 10110101010101110101010100010000001110111110001101110011110100000001110001100011	183375178
10010011000111100000010101111111010011000010110010010111000111011010011100100010 01111111010000100100101100010000101110111100001101100001011011111001110100010101 10101000101110011111011010000110110000111101110100001000110100100100001011111110 01000100111001011011100011101001001101000011001011111110101000000111100011001001	188546070
11000010011101111111001001011101011000101111000001000101111100011000010010101101 00111000100111000111110001001001100111010000111101101101100000000101001111110010 01001111110010100000000110110110111100001011100110010010001111100011100100011100 10110101001000011000111110100010000011110100011010111010010011111110111001000011	189134506
10001010101111101111111010101000100110011110011010110100000000011000001010111110 10100111101111010101101101010011110000100011110001101011101001000100001000001010 01010000010000100010010111010110001111000100001111001010110110101011110111100101 01111101010000011000000000101101011001111001100100010101011111110111110101010001	190037591
11011001101101011100000011111000000010000100111011110010110111000101101001110011 00100101001011000111011010100000101101111011001111101000101100011100001101001100 00110010110000111000110100010111110011011110110100000101011011100011010010100100 11001110010110100011101101001111011100100001000000011111000000111010110110011011	191611023
01011011110101010010001111010001001101000001000101100101101111111000011010100110 10100100001110101101111001001111011010111110101100011100000000000111000101011001 10011010100011100000000000111000110101111101011011110010011110110101110000100101 01100101011000011111110110100110100010000010110010001011110001001010101111011010	192661492
00110100111100000100100101001011011001010101100010001001111110011111101010011001 01001010101000010110010001110110111110001110000100110101010011010111000011100111 11100111000011101011001010101100100001110001111101101110001001101000010101010010 10011001010111111001111110010001000110101010011011010010100100100000111100101100	193323901
11011011010101101111000100111001110001000000111001001101111100001100001100100111 00011100001111001001010001000100001010111111100111110011010101101001010111000100 00100011101010010110101011001111100111111101010000100010001010010011110000111000 11100100110000110000111110110010011100000010001110011100100011110110101011011011	194197125
10111001010001111010011111101001001111111001010101000001100110000000000110100110 10001010101110110100000000011111110101100000001000101110011111110011111001101010 01010110011111001111111001110100010000000110101111111000000000101101110101010001 01100101100000000001100110000010101010011111110010010111111001011110001010011101	197424994
00111010100101100111001111111101101111101001000001000000001111010001011011100010 10010000111010110100011111110000111000101010101011110000000100011010100010110111 11101101000101011000100000001111010101010100011100001111111000101101011100001001 01000111011010001011110000000010000010010111110110111111110011100110100101011100	202083511
01000001101011001001100010001011000011011110111110100111010000111001101010000111 10111110011000100011010101010000000100100001011101111100111101101110100101111000 00011110100101110110111100111110111010000100100000001010101011000100011001111101 11100001010110011100001011100101111101111011000011010001000110010011010110000010	203353122
10110001110110000100000100101001010001001101110101101010111101101110010010111110 10000010011010111001110011001111100000101011111000001101010011010010100101110010 01001110100101001011001010110000011111010100000111110011001110011101011001000001 01111101001001110110111101010110101110110010001010010100100000100001101110001101	203366584
01101101100100100011010010000101010010010111110001111110111000111010011001001110 10011001100111101010101111100011100000010110111100011000000110101001011001100001 10000110011010010101100000011000111101101000000111000111110101010111100110011001 01110010011001011100011101111110001111101001001010100001001011000100100110110110	203412132
00100001010011110111101001111111010110001100010001001011111010100010000100111000 11001011111110011000110110101101100101101011011100000000000001010100110001101111 11110110001100101010000000000000111011010110100110110101101100011001111111010011 00011100100001000101011111010010001000110001101011111110010111101111001010000100	204844572
00111001111110011011100001010001100101000111001001100101010010110101011001101001 01001101000001010110111111111010111110011100010010110000101000000110100101000111 11100010100101100000010100001101001000111001111101011111111101101010000010110010 10010110011010101101001010100110010011100010100110001010000111011001111110011100	205899909
10100110011111110011101001000111101000011111101001010001110010010100000110010110 01011011111000000110010000110001100010100010111000111111101100111011100000101001 10010100000111011100110111111100011101000101000110001100001001100000011111011010 01101001100000101001001110001010010111111000010111100010010111001111111001100101	206836639
00100110010011010000101011100110000100101011001111101000011010111100110010011111 01011000110100000110010111011000111111001100010010010100100111010111010111100001 10000111101011101011100100101001001000110011111100011011101001100000101100011010 11111001001100111101011000010111110011010100100001100111010100001011001001100100	207021591
10010111011101100110010101100000101001111001001000101001100110100011010100111011 00100011010100011001101000001011010100100011110111111111011001011101000100010110 01101000100010111010011011111111101111000100101011010000010110011000101011000100 11011100101011000101100110010100010010011110010100000110101001100110111011101001	207336503
00101000011110101101010110001100001111101000001111001101010001000010100011101111 10001010111000110010110001000000001011001100101111111110110110111011000110101010 01010101100011011101101101111111110100110011010000000010001101001100011101010001 11110111000101000010001010110011110000010111110000110001101010110101111000010100	208830134
11010100001100001011111100010011000011011110110100111001000100101010001111011000 11100001101110101100001001101000110000000101111011100111101011001111001001110100 00101110010011110011010111100111011110100000001100010110010000110101110110000111 00011011110001010100100010011100101101111011000011001000111111010000110000101011	209342871
00110110000111100110101011110000101001101011111111001100100010010000001011000001 01111101111111110001011111001111000110101000001000110000001101111000010100010011 11001000101000011110110000001100010000010101100011110011111010001111111110111110 10000011010000001001000100110011111111010110010100001111010101100111100001101100	209773932
00101100011010100011001011111000001011110101101100100000011100101111100111000111 11011010001000001001110100100011001101010000001111111011100001111010101110101000 00010101110101011110000111011111110000001010110011000100101110010000010001011011 11100011100111110100111000000100110110101111010000011111010011000101011000110100	211015248
11001100100111101001011110111000001001101101100111100010000101000110101010101011 00100010101000010100011110011100011010001010101111000110000111111001011011011100 00111011011010011111100001100011110101010001011000111001111000101000010101000100 11010101010101100010100001000111100110110110010000011101111010010111100100110011	211218012
10100010001111000101010111111111011010001000110011001100110000010000101100110110 11011101100001111110111011001100100011110110101100000000000111001101011011001000 00010011011010110011100000000000110101101111000100110011011101111110000110111011 01101100110100001000001100110011001100010001011011111111101010100011110001000101	211796430
01011101110110011111101110011011010110001000111100100111001000011010100001000001 00111000001001100110110001110001001001101111000101110000110010000101011111100111 11100111111010100001001100001110100011110110010010001110001101100110010000011100 10000010000101011000010011100100111100010001101011011001110111111001101110111010	212213943
01110101000001101100110011000011111101001010011010011100010011000011111101001000 11001110001000110101010100100110100110101101000000111011110101011001101110010101 10101001110110011010101111011100000010110101100101100100101010101100010001110011 00010010111111000011001000111001011001010010111111000011001100110110000010101110	212505012
10110010110000000010001011101010010111100011000110100001101010111110111101110110 01010001001010011111101100111001011100011100010101101010001100000111100010110001 10001101000111100000110001010110101000111000111010011100110111111001010010001010 01101110111101111101010110000101100011000111101001010111010001000000001101001101	212785026
10001001110000111011111010101011110000010111110000100010010100100001001101011110 11010100001111011001010110110101000001001101111101011010100001100110110011100100 00100111001101100110000101011010111110110010000010101101101010011011110000101011 01111010110010000100101001000100001111101000001111010101011111011100001110010001	214327510
01100011100010000101100011001001011111111000000101101000111011011110011010011001 00010110100101000100111001111110110100000111010010000101100001011101111000110111 11101100011110111010000110100001001011100000101101111110011100100010100101101000 10011001011001111011011100010110100000011111111010010011000110100001000111000110	214349719
00110001110010110101101111101111000010000110101000111110000110100010110010010010 10001110001101101010011110010000101001011101111111000000001001011001001101101111 11110110110010011010010000000011111110111010010100001001111001010110110001110001 01001001001101000101100001111100010101100001000011110111110110101101001110001100	214967497
00011110011100000000111011110111011011010000010000010010110011101101100110100111 11001011001001001010110000101001110100101111100101101001100010111111001100001100 00110000110011111101000110010110100111110100101110010100001101010010010011010011 11100101100110110111001101001000001000001011011011101111011100000000111001111000	215419957
11011110101100111000100001011010100111011000011010100111111000101011010000010100 01000111110100000111110110101011100001100101111000101000010011010111001010001101 10110001010011101011001000010100011110100110000111010101101111100000101111100010 00101000001011010100011111100101011000011011100101011010000100011100110101111011	215578906
01100101101110101110011110111101011010000110100111000000000110001011001001011110 10010110111001000101100111010010111100011111000000110110011001011100100010010001 10001001000100111010011001101100000011111000111101001011100110100010011101101001 01111010010011010001100000000011100101100001011010111101111001110101110110100110	215762200
00101010011110011010111101101000000111011101001101101000000101110100010111100001 11010001000011010001011111011111111100000110010010000101000010100110101100111110 01111100110101100101000010100001001001100000111111111011111010001011000010001011 10000111101000101110100000010110110010111011100000010110111101011001111001010100	215939776
10101110010100110011010011111001001000000111001110100100001011101111010010101001 01100000101111001000101101011110111110011110100001000001110100110000001111011010 01011011110000001100101110000010000101111001111101111010110100010011110100000110 10010101001011110111010000100101110011100000010010011111001011001100101001110101	216045133
10110011010010001001101110101100101100000111011011001110010100100011110001110010 11100001110101111110010110001111110100111011000000001010001011001100010100111000 00011100101000110011010001010000000011011100101111110001101001111110101110000111 01001110001111000100101001110011011011100000110100110101110110010001001011001101	216095276
10011011111101000011110000101100001111011100100100011000100100110111001101100010 11110000001110111001011111110111111001000101001011000011010001101000000010110100 00101101000000010110001011000011010010100010011111101111111010011101110000001111 01000110110011101100100100011000100100111011110000110100001111000010111111011001	216847829
00011100111100110000000101111000010100101011100111110110010010110011001101010011 00110001001101000010110010010111001010101010011100000001111111111101000011100111 11100111000010111111111110000000111001010101010011101001001101000010110010001100 11001010110011001101001001101111100111010100101000011110100000001100111100111000	216855522
01001000111010001100001001001011101011110000100000110100010101111110111111111001 00100101000110100011110110010001111100101011001001101111101010001010000001001111 11110010000001010001010111110110010011010100111110001001101111000101100010100100 10011111111101111110101000101100000100001111010111010010010000110001011100010010	216998108
01001110110100010001110011101011001010011110101100100110000001110010110110000101 01111110000011101111111100011010111100000111000010101001110000001101011010001001 10010001011010110000001110010101000011100000111101011000111111110111000001111110 10100001101101001110000001100100110101111001010011010111001110001000101101110010	217243896
01101110010000010111101110111010101101101111001010000101001010000001100011100011 10111000111101111010110101010110111100001001000010110010010000110111010110001000 00010001101011101100001001001101000010010000111101101010101101011110111100011101 11000111000110000001010010100001010011110110110101011101110111101000001001110110	218706035
10000001001111111101001110100001111111101101001101000010001001011001010100101110 01101011110100000111111010111110000000001010110010111010100100000110001001111001 10011110010001100000100101011101001101010000000001111101011111100000101111010110 01110100101010011010010001000010110010110111111110000101110010111111110010000001	218985757
11001100100000000101011001101001100011111000110001101001100001111111111111001010 10101001001101111010101110100011010010000110111100111010001110000001001001101100 00110110010010000001110001011100111101100001001011000101110101011110110010010101 01010011111111111110000110010110001100011111000110010110011010100000000100110011	219218090
00011101111111101111000101001001110110100001110010100001011100001010011000100111 10100011000000110011111111111110111001111010000001001100000000110001100101011010 01011010100110001100000000110010000001011110011101111111111111001100000011000101 11100100011001010000111010000101001110000101101110010010100011110111111110111000	219626746
01011110001010110011111000110111000000101110111100010000000101011011001101000111 10011001110100101101010111100010000110010011011110111011110000100010110010100100 00100101001101000100001111011101111011001001100001000111101010110100101110011001 11100010110011011010100000001000111101110100000011101100011111001101010001111010	219925577
10011111010100001000000010101000011101001001100100001011111111100111100111101110 10001000111011111010001000010111100000110111011011110110101110101000010000000110 01100000001000010101110101101111011011101100000111101000010001011111011100010001 01110111100111100111111111010000100110010010111000010101000000010000101011111001	220015396
01001001001111110000001100011111001111000100001101010001011111111000101011100101 01111000101010100010000001110101110010111010110000000111101110110010001101101001 10010110110001001101110111100000001101011101001110101110000001000101010100011110 10100111010100011111111010001010110000100011110011111000110000001111110010010010	220561870
10010001100101100101011011001110101000010001111010001111111110100001100001100001 01111111011000111010000100100000100011101110101011111000000101011011011100010110 01101000111011011010100000011111010101110111000100000100100001011100011011111110 10000110000110000101111111110001011110001000010101110011011010100110100110001001	220605512
10001101010110110111111111100110000110101010001010011110001000010110010100010101 01010111110010011101000000011001111110001110010101100001110101000010110001001110 01110010001101000010101110000110101001110001111110011000000010111001001111101010 10101000101001101000010001111001010001010101100001100111111111101101101010110001	220880347
10001111111111110010110000000000000010011110011101011110110010111110100001101010 00110001110010001011000011111101100100000111111011100001111100100000010000010111 11101000001000000100111110000111011111100000100110111111000011010001001110001100 01010110000101111101001101111010111001111001000000000000001101001111111111110001	221129121
10110000011000000001101100001001111110010100011011001110011010011101010111111001 01001010010101000110000110001110000001101011100100101111001101111111100110100110 01100101100111111110110011110100100111010110000001110001100001100010101001010010 10011111101010111001011001110011011000101001111110010000110110000000011000001101	221601564
01101010010111010100110011011010000100010101011111000000010001011001111110101011 10010100101000100111101111100101111111001110000000111100101010010110000011010100 00101011000001101001010100111100000001110011111110100111110111100100010100101001 11010101111110011010001000000011111010101000100001011011001100101011101001010110	221674780
11110111101111010001011111000100010001000111100101000100101001110100001111100001 00111000010100110001100000011001001010011100111111111111010101110011010000010010 01001000001011001110101011111111111100111001010010011000000110001100101000011100 10000111110000101110010100100010100111100010001000100011111010001011110111101111	221772799
10010101000101011111110011100101010110101010001101101001110001000001011001100101 01001010110110100000111001011011001001001101110100010100100010111110010110011110 01111001101001111101000100101000101110110010010011011010011100000101101101010010 10100110011010000010001110010110110001010101101010100111001111111010100010101001	221779125
00001100011011111011101110011111100110110000010100100010000110110000100110001111 00101111000000100100011010101011010111001110011000001110101001001011111101001011 11010010111111010010010101110000011001110011101011010101011000100100000011110100 11110001100100001101100001000100101000001101100111111001110111011111011000110000	222813428
01011001010101001110111110100011101000110111100010110010000010000111111001000100 10101101100010010000100011011100011001001001101101001100111011111100010101101011 11010110101000111111011100110010110110010010011000111011000100001001000110110101 00100010011111100001000001001101000111101100010111000101111101110010101010011010	223783443
11011101111100110001111001000000011110011100000110011101001011010001010000110101 00100011110101111110101110110111110101000111010001110010100000100011000001001010 01010010000011000100000101001110001011100010101111101101110101111110101111000100 10101100001010001011010010111001100000111001111000000010011110001100111110111011	223858054
10011111100001111110000000001101011010001100100010011111110111000000010010011111 01000010110110101100111111110010110111001110010101100000001010001011111000100100 00100100011111010001010000000110101001110011101101001111111100110101101101000010 11111001001000000011101111111001000100110001011010110000000001111110000111111001	224130824
11000110101110000000111001001000011110110110100110001001110111001010101101101101 01011001001001111100000000101111010001001001010101101111101011110101001010010100 00101001010010101111010111110110101010010010001011110100000000111110010010011010 10110110110101010011101110010001100101101101111000010010011100000001110101100011	224250320
01010000110010000011000000000110011010101011101110010110111111110010110010110001 10100011101000110000011110111000000000001110110111101011000100111111101001111110 01111110010111111100100011010111101101110000000000011101111000001100010111000101 10001101001101001111111101101001110111010101011001100000000011000001001100001010	224559084
11011000010010011110011110110011001100010001011101001000001110000110110111101010 00101101101010100000101101001101110001110111100000110111000011111010101001000101 10100010010101011111000011101100000111101110001110110010110100000101010110110100 01010111101101100001110000010010111010001000110011001101111001111001001000011011	224855002
00100111100110010100100100001000100010001010111111101111111011010111110011010000 11011000110001111011010001001110000011101100111010001101010100100000011000101111 11110100011000000100101010110001011100110111000001110010001011011110001100011011 00001011001111101011011111110111111101010001000100010000100100101001100111100100	225379396
10000110111011000000110101111001010001101101010101100011010010101011000111001011 00111000011100101011010000001100010100010011110111001101110101111100100010110110 01101101000100111110101110110011101111001000101000110000001011010100111000011100 11010011100011010101001011000110101010110110001010011110101100000011011101100001	225543168
11001000110000000010011001011101000011000110100111000101111111110011110111101010 10101001001001110100000001100100011000011101111101011001100110011101101001101100 00110110010110111001100110011010111110111000011000100110000000101110010010010101 01010111101111001111111110100011100101100011000010111010011001000000001100010011	225548007
10101101100111011101111111010011001001010101100100011010100000010100000111011110 00000100011110010111100000101101011011101000101101100101011001000110011001001011 11010010011001100010011010100110110100010111011010110100000111101001111000100000 01111011100000101000000101011000100110101010010011001011111110111011100110110101	225964095
11010001110101011111111010011011110010001100010000110110000000110001010001111110 00001100010101100000111111010011111101001111100000100100100011001101010111000101 10100011101010110011000100100100000111110010111111001011111100000110101000110000 01111110001010001100000001101100001000110001001111011001011111111010101110001011	226029011
11010011001000010101100001100101001111110000001101001011111101010011101000100101 01011000110101110101000000111011111011010100100000110001111001010101010111110100 00101111101010101010011110001100000100101011011111011100000010101110101100011010 10100100010111001010111111010010110000001111110010100110000110101000010011001011	226043430
00111110101001000000100001011000001101100101011100101110111001111101110010110011 01010010010100010111110110101011110011011000100011100001010010010111001110000101 10100001110011101001001010000111000100011011001111010101101111101000101001001010 11001101001110111110011101110100111010100110110000011010000100000010010101111100	226332984
00101010010111110100010010011111101000001111100100011101010101010000010110010010 11010100100000101111111101000011010110101010011000100110100010001011111011101101 10110111011111010001000101100100011001010101101011000010111111110100000100101011 01001001101000001010101010111000100111110000010111111001001000101111101001010100	226938348
00110100010011110101010110110000111111101110000011110110011010010000100001000011 00101101101010100110100110011111111010001000100000000010010101011010111111011011 11011011111101011010101001000000000100010001011111111001100101100101010110110100 11000010000100001001011001101111000001110111111100001101101010101111001000101100	227283218
11011101110101001011101000111111000001101001111100000010001000111001000100101100 10001010011111110000100110001100011010010110100111001111111011100100010011000110 01100011001000100111011111110011100101101001011000110001100100001111111001010001 00110100100010011100010001000000111110010110000011111100010111010010101110111011	227343898
11100001001001010100011000101011101101010100001000101011101001001101111111110010 00110100010001101101100100000001000111110001011101111111010111010001100101011001 10011010100110001011101011111110111010001111100010000000100110110110001000101100 01001111111110110010010111010100010000101010110111010100011000101010010010000111	227379266
11111000000011010100010100010111110111110010010000011110111000011000011101111001 01100011011110101111100011000011010110101000010100110101010111000110100110100000 00000101100101100011101010101100101000010101101011000011000111110101111011000110 10011110111000011000011101111000001001001111101111101000101000101011000000011111	227614787
01010010011101011001001000110101101111011110001001000111100001001111010110011000 10100110000110101100110010001010101000000101101010111010111111100000001110110111 11101101110000000111111101011101010110100000010101010001001100110101100001100101 00011001101011110010000111100010010001111011110110101100010010011010111001001010	227769694
00110000100110100001011011100011011011101110100100101000100000010110111011111010 11000100001001010110101000001111011100001001000100011111101111111001001111010101 10101011110010011111110111111000100010010000111011110000010101101010010000100011 01011111011101101000000100010100100101110111011011000111011010000101100100001100	227981620
00111110010101000010110101100000001010101011101111110100011000101110011100010110 10000101100110001001001111011001110001010100110001101001000111111101010011001011 11010011001010111111100010010110001100101010001110011011110010010001100110100001 01101000111001110100011000101111110111010101010000000110101101000010101001111100	227995108
11110100000000101100000001000001100010001111111011111000111111100011111011010101 00000111110010010000101010101110111100101010000000001111101011011110110100011010 01011000101101111011010111110000000001010100111101110101010100001001001111100000 10101011011111000111111100011111011111110001000110000010000000110100000000101111	228049808
00110111010101101000110111001111011110110011100000000001010010100001100111101010 11101000001010010111011101111100110001110000010111001100000101011110011100010001 10001000111001111010100000110011101000001110001100111110111011101001010000010111 01010111100110000101001010000000000111001101111011110011101100010110101011101100	228244898
01111001111001010111100010101001111101001101001000001110110010000100101010010111 10010110000111111010110111000111001010010110100101111000011000110001010101100000 00000110101010001100011000011110100101101001010011100011101101011111100001101001 11101001010100100001001101110000010010110010111110010101000111101010011110011110	228393982
01010111100101001101111100011010100100000110111100000101101000101111001010110101 01110000111110011011100011101111011011011101000010101010010001000100010001010001 10001010001000100010001001010101000010111011011011110111000111011001111100001110 10101101010011110100010110100000111101100000100101011000111110110010100111101010	228642523
11100000011110101101011111000011001100001111110100111010001001100111010110000100 10011111000000010000101110111001110000101011001001100100000111011010101101111010 01011110110101011011100000100110010011010100001110011101110100001000000011111001 00100001101011100110010001011100101111110000110011000011111010110101111000000111	228907827
